version,N,M,runtime,problemSize,bandwith
Atomic,16384,8192,0.00013,536.969,4130.53
Partial_reduction,16384,8192,0.00017,536.969,3158.64
Reduction,16384,8192,0.000174,536.969,3086.03
Sequentiel,16384,8192,0.189733,1073.94,5.66026
Basic,16384,8192,0.064438,1073.94,16.6662
Atomic,16384,8192,0.000197,536.969,2725.73
Partial_reduction,16384,8192,0.00023,536.969,2334.65
Reduction,16384,8192,0.000122,536.969,4401.39
Sequentiel,16384,8192,0.420449,1073.94,2.55427
Basic,16384,8192,0.057863,1073.94,18.56
Atomic,16384,8192,0.000139,536.969,3863.09
Partial_reduction,16384,8192,0.000174,536.969,3086.03
Reduction,16384,8192,0.000146,536.969,3677.87
Sequentiel,16384,8192,0.195044,1073.94,5.50613
Basic,16384,8192,0.060191,1073.94,17.8422
Atomic,16384,8192,0.000131,536.969,4099
Partial_reduction,16384,8192,0.000129,536.969,4162.55
Sequentiel,16384,8192,0.182908,1073.94,5.87147
Basic,16384,8192,0.064449,1073.94,16.6634
Atomic,16384,8192,0.000169,536.969,3177.33
Partial_reduction,16384,8192,0.000116,536.969,4629.04
Reduction,16384,8192,0.000189,536.969,2841.11
Sequentiel,16384,8192,0.176918,1073.94,6.07026
Basic,16384,8192,0.064457,1073.94,16.6613
Atomic,16384,8192,0.000177,536.969,3033.72
Partial_reduction,16384,8192,0.000227,536.969,2365.5
Reduction,16384,8192,0.000126,536.969,4261.66
Sequentiel,16384,8192,0.208649,1073.94,5.14711
Basic,16384,8192,0.052199,1073.94,20.5739
Atomic,16384,8192,0.000196,536.969,2739.64
Partial_reduction,16384,8192,0.000273,536.969,1966.92
Reduction,16384,8192,0.000274,536.969,1959.74
Sequentiel,16384,8192,0.40962,1073.94,2.62179
Basic,16384,8192,0.064462,1073.94,16.66
Atomic,16384,8192,0.00011,536.969,4881.54
Partial_reduction,16384,8192,0.000136,536.969,3948.3
Reduction,16384,8192,0.00013,536.969,4130.53
Sequentiel,16384,8192,0.184313,1073.94,5.82671
Basic,16384,8192,0.064467,1073.94,16.6587
Atomic,16384,8192,0.000141,536.969,3808.29
Partial_reduction,16384,8192,0.000121,536.969,4437.76
Reduction,16384,8192,0.000113,536.969,4751.94
Sequentiel,16384,8192,0.187355,1073.94,5.7321
Basic,16384,8192,0.05145,1073.94,20.8734
Atomic,16384,8192,0.000233,536.969,2304.59
Partial_reduction,16384,8192,0.000134,536.969,4007.23
Reduction,16384,8192,0.000137,536.969,3919.48
Sequentiel,16384,8192,0.193761,1073.94,5.54259
Basic,16384,8192,0.064437,1073.94,16.6665
Atomic,16384,8192,0.000207,536.969,2594.05
Partial_reduction,16384,8192,0.000117,536.969,4589.48
Reduction,16384,8192,0.000135,536.969,3977.55
Sequentiel,16384,8192,0.178949,1073.94,6.00137
Basic,16384,8192,0.059459,1073.94,18.0618
Atomic,16384,8192,0.000116,536.969,4629.04
Partial_reduction,16384,8192,0.000131,536.969,4099
Reduction,16384,8192,0.000133,536.969,4037.36
Sequentiel,16384,8192,0.182764,1073.94,5.87609
Basic,16384,8192,0.064442,1073.94,16.6652
Atomic,16384,8192,0.000129,536.969,4162.55
Partial_reduction,16384,8192,0.0001,536.969,5369.69
Reduction,16384,8192,0.000119,536.969,4512.35
Sequentiel,16384,8192,0.36731,1073.94,2.92379
Basic,16384,8192,0.062509,1073.94,17.1805
Atomic,16384,8192,0.000161,536.969,3335.21
Partial_reduction,16384,8192,0.000126,536.969,4261.66
Reduction,16384,8192,0.000208,536.969,2581.58
Sequentiel,16384,8192,0.177155,1073.94,6.06214
Basic,16384,8192,0.051334,1073.94,20.9206
Atomic,16384,8192,0.000143,536.969,3755.03
Partial_reduction,16384,8192,0.000142,536.969,3781.47
Reduction,16384,8192,0.000183,536.969,2934.26
Sequentiel,16384,8192,0.17261,1073.94,6.22176
Basic,16384,8192,0.051393,1073.94,20.8966
Atomic,16384,8192,0.000128,536.969,4195.07
Partial_reduction,16384,8192,0.000127,536.969,4228.1
Reduction,16384,8192,0.000187,536.969,2871.49
Sequentiel,16384,8192,0.178676,1073.94,6.01054
Basic,16384,8192,0.051363,1073.94,20.9088
Atomic,16384,8192,0.000118,536.969,4550.59
Partial_reduction,16384,8192,0.000135,536.969,3977.55
Reduction,16384,8192,0.000162,536.969,3314.62
Sequentiel,16384,8192,0.174247,1073.94,6.16331
Basic,16384,8192,0.051392,1073.94,20.897
Atomic,16384,8192,0.000263,536.969,2041.71
Partial_reduction,16384,8192,0.000171,536.969,3140.17
Reduction,16384,8192,0.000117,536.969,4589.48
Sequentiel,16384,8192,0.200425,1073.94,5.35831
Basic,16384,8192,0.05892,1073.94,18.2271
Atomic,16384,8192,0.000181,536.969,2966.68
Partial_reduction,16384,8192,0.000244,536.969,2200.69
Reduction,16384,8192,0.000166,536.969,3234.75
Sequentiel,16384,8192,0.174331,1073.94,6.16034
Basic,16384,8192,0.054717,1073.94,19.6271
Atomic,16384,8192,0.000126,536.969,4261.66
Partial_reduction,16384,8192,0.000156,536.969,3442.11
Reduction,16384,8192,0.000119,536.969,4512.35
Sequentiel,16384,8192,0.191757,1073.94,5.60052
Basic,16384,8192,0.051338,1073.94,20.919
Atomic,16384,8192,0.000134,536.969,4007.23
Partial_reduction,16384,8192,0.000194,536.969,2767.88
Reduction,16384,8192,0.000128,536.969,4195.07
Sequentiel,16384,8192,0.192338,1073.94,5.5836
Basic,16384,8192,0.051807,1073.94,20.7296
Atomic,16384,8192,0.000131,536.969,4099
Partial_reduction,16384,8192,0.000156,536.969,3442.11
Reduction,16384,8192,0.000131,536.969,4099
Sequentiel,16384,8192,0.202048,1073.94,5.31526
Basic,16384,8192,0.064494,1073.94,16.6518
Atomic,16384,8192,0.000141,536.969,3808.29
Partial_reduction,16384,8192,0.000121,536.969,4437.76
Reduction,16384,8192,0.000138,536.969,3891.08
Sequentiel,16384,8192,0.17221,1073.94,6.23621
Basic,16384,8192,0.054518,1073.94,19.6988
Atomic,16384,8192,0.000179,536.969,2999.83
Partial_reduction,16384,8192,0.000182,536.969,2950.38
Reduction,16384,8192,0.000118,536.969,4550.59
Sequentiel,16384,8192,0.483604,1073.94,2.2207
Basic,16384,8192,0.064432,1073.94,16.6678
Partial_reduction,16384,8192,0.000124,536.969,4330.4
Reduction,16384,8192,0.000136,536.969,3948.3
Sequentiel,16384,8192,0.219512,1073.94,4.89239
Basic,16384,8192,0.053604,1073.94,20.0347
Atomic,16384,8192,0.000174,536.969,3086.03
Partial_reduction,16384,8192,0.000214,536.969,2509.2
Reduction,16384,8192,0.000126,536.969,4261.66
Sequentiel,16384,8192,0.211303,1073.94,5.08246
Basic,16384,8192,0.051371,1073.94,20.9055
Atomic,16384,8192,0.000117,536.969,4589.48
Partial_reduction,16384,8192,0.000234,536.969,2294.74
Reduction,16384,8192,0.000172,536.969,3121.91
Sequentiel,16384,8192,0.194949,1073.94,5.50882
Basic,16384,8192,0.051397,1073.94,20.895
Atomic,16384,8192,0.000134,536.969,4007.23
Partial_reduction,16384,8192,0.000212,536.969,2532.87
Reduction,16384,8192,0.000206,536.969,2606.65
Sequentiel,16384,8192,0.220428,1073.94,4.87206
Basic,16384,8192,0.052614,1073.94,20.4116
Atomic,16384,8192,0.000163,536.969,3294.29
Partial_reduction,16384,8192,0.000243,536.969,2209.75
Reduction,16384,8192,0.00013,536.969,4130.53
Sequentiel,16384,8192,0.346777,1073.94,3.09691
Basic,16384,8192,0.06453,1073.94,16.6425
Atomic,16384,8192,0.000246,536.969,2182.8
Partial_reduction,16384,8192,0.000166,536.969,3234.75
Reduction,16384,8192,0.000173,536.969,3103.87
Sequentiel,16384,8192,0.188731,1073.94,5.69031
Basic,16384,8192,0.061123,1073.94,17.5701
Atomic,16384,8192,0.000142,536.969,3781.47
Partial_reduction,16384,8192,0.00022,536.969,2440.77
Reduction,16384,8192,0.00015,536.969,3579.79
Sequentiel,16384,8192,0.186538,1073.94,5.75721
Basic,16384,8192,0.051389,1073.94,20.8982
Atomic,16384,8192,0.000116,536.969,4629.04
Partial_reduction,16384,8192,0.000174,536.969,3086.03
Reduction,16384,8192,0.000165,536.969,3254.36
Sequentiel,16384,8192,0.181259,1073.94,5.92488
Basic,16384,8192,0.055152,1073.94,19.4723
Atomic,16384,8192,0.000119,536.969,4512.35
Partial_reduction,16384,8192,0.000237,536.969,2265.69
Reduction,16384,8192,0.000245,536.969,2191.71
Sequentiel,16384,8192,0.180933,1073.94,5.93556
Basic,16384,8192,0.05131,1073.94,20.9304
Atomic,16384,8192,0.000166,536.969,3234.75
Partial_reduction,16384,8192,0.000121,536.969,4437.76
Reduction,16384,8192,0.000119,536.969,4512.35
Sequentiel,16384,8192,0.587521,1073.94,1.82791
Basic,16384,8192,0.058487,1073.94,18.362
Atomic,16384,8192,0.00012,536.969,4474.74
Partial_reduction,16384,8192,0.000196,536.969,2739.64
Reduction,16384,8192,0.00014,536.969,3835.49
Sequentiel,16384,8192,0.181671,1073.94,5.91145
Basic,16384,8192,0.060783,1073.94,17.6684
Atomic,16384,8192,0.00017,536.969,3158.64
Partial_reduction,16384,8192,0.000196,536.969,2739.64
Reduction,16384,8192,0.000119,536.969,4512.35
Sequentiel,16384,8192,0.218252,1073.94,4.92064
Basic,16384,8192,0.051352,1073.94,20.9133
Atomic,16384,8192,0.000122,536.969,4401.39
Partial_reduction,16384,8192,0.000165,536.969,3254.36
Reduction,16384,8192,0.000129,536.969,4162.55
Sequentiel,16384,8192,0.179462,1073.94,5.98421
Basic,16384,8192,0.051355,1073.94,20.9121
Atomic,16384,8192,0.000128,536.969,4195.07
Partial_reduction,16384,8192,0.000132,536.969,4067.95
Reduction,16384,8192,0.000135,536.969,3977.55
Sequentiel,16384,8192,0.215937,1073.94,4.97339
Basic,16384,8192,0.05397,1073.94,19.8988
Atomic,16384,8192,0.000126,536.969,4261.66
Partial_reduction,16384,8192,0.000208,536.969,2581.58
Reduction,16384,8192,0.000193,536.969,2782.22
Sequentiel,16384,8192,0.385693,1073.94,2.78444
Basic,16384,8192,0.059668,1073.94,17.9986
Atomic,16384,8192,0.000142,536.969,3781.47
Partial_reduction,16384,8192,0.000181,536.969,2966.68
Reduction,16384,8192,0.000118,536.969,4550.59
Sequentiel,16384,8192,0.18832,1073.94,5.70273
Basic,16384,8192,0.051362,1073.94,20.9092
Atomic,16384,8192,0.000148,536.969,3628.17
Partial_reduction,16384,8192,0.000323,536.969,1662.44
Reduction,16384,8192,0.000188,536.969,2856.22
Sequentiel,16384,8192,0.218984,1073.94,4.90419
Basic,16384,8192,0.051413,1073.94,20.8885
Atomic,16384,8192,0.000123,536.969,4365.6
Partial_reduction,16384,8192,0.000211,536.969,2544.88
Reduction,16384,8192,0.000117,536.969,4589.48
Sequentiel,16384,8192,0.197383,1073.94,5.44089
Basic,16384,8192,0.05138,1073.94,20.9019
Atomic,16384,8192,0.00018,536.969,2983.16
Partial_reduction,16384,8192,0.00011,536.969,4881.54
Reduction,16384,8192,0.000173,536.969,3103.87
Sequentiel,16384,8192,0.188279,1073.94,5.70397
Basic,16384,8192,0.051482,1073.94,20.8605
Atomic,16384,8192,0.000123,536.969,4365.6
Partial_reduction,16384,8192,0.000126,536.969,4261.66
Reduction,16384,8192,0.000121,536.969,4437.76
Sequentiel,16384,8192,0.195721,1073.94,5.48709
Basic,16384,8192,0.064581,1073.94,16.6293
Atomic,16384,8192,0.000121,536.969,4437.76
Partial_reduction,16384,8192,0.000117,536.969,4589.48
Reduction,16384,8192,0.000173,536.969,3103.87
Sequentiel,16384,8192,0.208669,1073.94,5.14661
Basic,16384,8192,0.063812,1073.94,16.8297
Atomic,16384,8192,0.000135,536.969,3977.55
Partial_reduction,16384,8192,0.000166,536.969,3234.75
Reduction,16384,8192,0.000124,536.969,4330.4
Sequentiel,16384,8192,0.19917,1073.94,5.39207
Basic,16384,8192,0.057864,1073.94,18.5597
Atomic,16384,8192,0.000121,536.969,4437.76
Partial_reduction,16384,8192,0.000183,536.969,2934.26
Reduction,16384,8192,0.000219,536.969,2451.91
Sequentiel,16384,8192,0.218188,1073.94,4.92208
Basic,16384,8192,0.064406,1073.94,16.6745
Atomic,16384,8192,0.000117,536.969,4589.48
Partial_reduction,16384,8192,0.000238,536.969,2256.17
Reduction,16384,8192,0.000143,536.969,3755.03
Sequentiel,16384,8192,0.503069,1073.94,2.13477
Basic,16384,8192,0.064437,1073.94,16.6665
Atomic,16384,8192,0.000188,536.969,2856.22
Partial_reduction,16384,8192,0.000199,536.969,2698.34
Reduction,16384,8192,0.00022,536.969,2440.77
Sequentiel,16384,8192,0.224717,1073.94,4.77907
Basic,16384,8192,0.064464,1073.94,16.6595
Atomic,16384,8192,0.000126,536.969,4261.66
Partial_reduction,16384,8192,0.000184,536.969,2918.31
Reduction,16384,8192,0.000116,536.969,4629.04
Sequentiel,16384,8192,0.442373,1073.94,2.42768
Basic,16384,8192,0.054397,1073.94,19.7426
Atomic,16384,8192,0.000141,536.969,3808.29
Partial_reduction,16384,8192,0.000184,536.969,2918.31
Reduction,16384,8192,0.00012,536.969,4474.74
Sequentiel,16384,8192,0.231357,1073.94,4.64191
Basic,16384,8192,0.05687,1073.94,18.8841
Atomic,16384,8192,0.000132,536.969,4067.95
Partial_reduction,16384,8192,0.000112,536.969,4794.37
Reduction,16384,8192,0.000135,536.969,3977.55
Sequentiel,16384,8192,0.179047,1073.94,5.99808
Basic,16384,8192,0.051368,1073.94,20.9068
Atomic,16384,8192,0.000136,536.969,3948.3
Partial_reduction,16384,8192,0.000184,536.969,2918.31
Reduction,16384,8192,0.000191,536.969,2811.36
Sequentiel,16384,8192,0.184186,1073.94,5.83073
Basic,16384,8192,0.061948,1073.94,17.3361
Atomic,16384,8192,0.000121,536.969,4437.76
Partial_reduction,16384,8192,0.000145,536.969,3703.24
Reduction,16384,8192,0.000118,536.969,4550.59
Sequentiel,16384,8192,0.818893,1073.94,1.31145
Basic,16384,8192,0.062523,1073.94,17.1767
Atomic,16384,8192,0.000468,536.969,1147.37
Partial_reduction,16384,8192,0.000139,536.969,3863.09
Reduction,16384,8192,0.000155,536.969,3464.32
Sequentiel,16384,8192,0.208552,1073.94,5.1495
Basic,16384,8192,0.05746,1073.94,18.6902
Atomic,16384,8192,0.000168,536.969,3196.25
Partial_reduction,16384,8192,0.000139,536.969,3863.09
Reduction,16384,8192,0.00012,536.969,4474.74
Sequentiel,16384,8192,0.209221,1073.94,5.13303
Basic,16384,8192,0.051366,1073.94,20.9076
Atomic,16384,8192,0.000114,536.969,4710.26
Partial_reduction,16384,8192,0.000126,536.969,4261.66
Reduction,16384,8192,0.00013,536.969,4130.53
Sequentiel,16384,8192,0.204252,1073.94,5.25791
Basic,16384,8192,0.057826,1073.94,18.5719
Atomic,16384,8192,0.000152,536.969,3532.69
Partial_reduction,16384,8192,0.0002,536.969,2684.85
Reduction,16384,8192,0.000165,536.969,3254.36
Sequentiel,16384,8192,0.177441,1073.94,6.05237
Basic,16384,8192,0.064412,1073.94,16.673
Atomic,16384,8192,0.000124,536.969,4330.4
Partial_reduction,16384,8192,0.000161,536.969,3335.21
Reduction,16384,8192,0.000149,536.969,3603.82
Sequentiel,16384,8192,0.772784,1073.94,1.3897
Basic,16384,8192,0.054964,1073.94,19.5389
Atomic,16384,8192,0.000164,536.969,3274.2
Partial_reduction,16384,8192,0.000224,536.969,2397.18
Reduction,16384,8192,0.000198,536.969,2711.97
Sequentiel,16384,8192,0.207536,1073.94,5.17471
Basic,16384,8192,0.057921,1073.94,18.5414
Atomic,16384,8192,0.000163,536.969,3294.29
Partial_reduction,16384,8192,0.000111,536.969,4837.56
Reduction,16384,8192,0.000121,536.969,4437.76
Sequentiel,16384,8192,0.199941,1073.94,5.37128
Basic,16384,8192,0.055404,1073.94,19.3838
Atomic,16384,8192,0.000142,536.969,3781.47
Partial_reduction,16384,8192,0.00018,536.969,2983.16
Reduction,16384,8192,0.000134,536.969,4007.23
Sequentiel,16384,8192,0.21848,1073.94,4.9155
Basic,16384,8192,0.064412,1073.94,16.673
Atomic,16384,8192,0.000187,536.969,2871.49
Partial_reduction,16384,8192,0.000111,536.969,4837.56
Reduction,16384,8192,0.00012,536.969,4474.74
Sequentiel,16384,8192,0.17885,1073.94,6.00469
Basic,16384,8192,0.062532,1073.94,17.1742
Atomic,16384,8192,0.000116,536.969,4629.04
Partial_reduction,16384,8192,0.000135,536.969,3977.55
Reduction,16384,8192,0.000126,536.969,4261.66
Sequentiel,16384,8192,0.84898,1073.94,1.26497
Basic,16384,8192,0.051436,1073.94,20.8791
Atomic,16384,8192,0.000126,536.969,4261.66
Partial_reduction,16384,8192,0.000197,536.969,2725.73
Reduction,16384,8192,0.000242,536.969,2218.88
Sequentiel,16384,8192,0.201289,1073.94,5.33531
Basic,16384,8192,0.064487,1073.94,16.6536
Atomic,16384,8192,0.000125,536.969,4295.75
Partial_reduction,16384,8192,0.00018,536.969,2983.16
Reduction,16384,8192,0.000167,536.969,3215.38
Sequentiel,16384,8192,0.198696,1073.94,5.40493
Basic,16384,8192,0.064408,1073.94,16.674
Atomic,16384,8192,0.000153,536.969,3509.6
Partial_reduction,16384,8192,0.000154,536.969,3486.81
Reduction,16384,8192,0.00018,536.969,2983.16
Sequentiel,16384,8192,0.188037,1073.94,5.71131
Basic,16384,8192,0.051453,1073.94,20.8722
Atomic,16384,8192,0.000117,536.969,4589.48
Partial_reduction,16384,8192,0.000211,536.969,2544.88
Reduction,16384,8192,0.00012,536.969,4474.74
Sequentiel,16384,8192,0.203946,1073.94,5.2658
Basic,16384,8192,0.056873,1073.94,18.8831
Atomic,16384,8192,0.000134,536.969,4007.23
Partial_reduction,16384,8192,0.000229,536.969,2344.84
Reduction,16384,8192,0.000196,536.969,2739.64
Sequentiel,16384,8192,0.916455,1073.94,1.17184
Basic,16384,8192,0.054135,1073.94,19.8382
Atomic,16384,8192,0.000203,536.969,2645.17
Partial_reduction,16384,8192,0.000163,536.969,3294.29
Reduction,16384,8192,0.000129,536.969,4162.55
Sequentiel,16384,8192,0.40148,1073.94,2.67495
Basic,16384,8192,0.051383,1073.94,20.9007
Atomic,16384,8192,0.000117,536.969,4589.48
Partial_reduction,16384,8192,0.00014,536.969,3835.49
Reduction,16384,8192,0.000128,536.969,4195.07
Sequentiel,16384,8192,0.178342,1073.94,6.02179
Basic,16384,8192,0.054898,1073.94,19.5624
Atomic,16384,8192,0.000122,536.969,4401.39
Partial_reduction,16384,8192,0.00012,536.969,4474.74
Reduction,16384,8192,0.000156,536.969,3442.11
Sequentiel,16384,8192,0.190586,1073.94,5.63493
Basic,16384,8192,0.051386,1073.94,20.8994
Atomic,16384,8192,0.00018,536.969,2983.16
Partial_reduction,16384,8192,0.000114,536.969,4710.26
Reduction,16384,8192,0.000163,536.969,3294.29
Sequentiel,16384,8192,0.179214,1073.94,5.99249
Basic,16384,8192,0.051383,1073.94,20.9007
Atomic,16384,8192,0.000118,536.969,4550.59
Partial_reduction,16384,8192,0.000188,536.969,2856.22
Reduction,16384,8192,0.000115,536.969,4669.3
Sequentiel,16384,8192,0.670995,1073.94,1.60052
Basic,16384,8192,0.051357,1073.94,20.9112
Atomic,16384,8192,0.000192,536.969,2796.71
Partial_reduction,16384,8192,0.000131,536.969,4099
Reduction,16384,8192,0.000184,536.969,2918.31
